-5095;1269;-13760.08;-2628.92;-13201.47;7350.59;-14896;9382
-19349;-6681;-13760.08;-2628.92;-13201.47;7350.59;-14896;9382
-10532;19698;-12925.38;25380.95;-13644.23;26874.15;-15901;29975
-13455;26922;-12925.38;25380.95;-13644.23;26874.15;-15901;29975
-15901;29975;-12925.38;25380.95;-13644.23;26874.15;-15901;29975
-6864;29983;-12925.38;25380.95;-13644.23;26874.15;-15901;29975
-8130;19431;-12925.38;25380.95;-13644.23;26874.15;-15901;29975
-15806;25226;-12925.38;25380.95;-13644.23;26874.15;-15901;29975
-15587;19747;-12925.38;25380.95;-13644.23;26874.15;-15901;29975
-5217;28318;-12925.38;25380.95;-13644.23;26874.15;-15901;29975
-11675;27256;-12925.38;25380.95;-13644.23;26874.15;-15901;29975
-11185;25576;-12925.38;25380.95;-13644.23;26874.15;-15901;29975
-12217;21659;-12925.38;25380.95;-13644.23;26874.15;-15901;29975
-13386;25683;-12925.38;25380.95;-13644.23;26874.15;-15901;29975
-13506;23533;-12925.38;25380.95;-13644.23;26874.15;-15901;29975
-19683;29396;-12925.38;25380.95;-13644.23;26874.15;-15901;29975
-19833;22912;-12925.38;25380.95;-13644.23;26874.15;-15901;29975
-6241;23608;-12925.38;25380.95;-13644.23;26874.15;-15901;29975
-19159;26044;-12925.38;25380.95;-13644.23;26874.15;-15901;29975
-18900;20837;-12925.38;25380.95;-13644.23;26874.15;-15901;29975
-14620;29237;-12925.38;25380.95;-13644.23;26874.15;-15901;29975
-12431;25660;-12925.38;25380.95;-13644.23;26874.15;-15901;29975
-16718;21249;-12925.38;25380.95;-13644.23;26874.15;-15901;29975
-6802;25622;-12925.38;25380.95;-13644.23;26874.15;-15901;29975
-9704;24873;-12925.38;25380.95;-13644.23;26874.15;-15901;29975
-1041;-13751;461.42;-14281.69;11516.77;-15490.38;13209;-17788
-4383;-14310;461.42;-14281.69;11516.77;-15490.38;13209;-17788
-5563;-17687;461.42;-14281.69;11516.77;-15490.38;13209;-17788
-5977;-15696;461.42;-14281.69;11516.77;-15490.38;13209;-17788
6868;-17104;461.42;-14281.69;11516.77;-15490.38;13209;-17788
352;-9694;461.42;-14281.69;11516.77;-15490.38;13209;-17788
-8699;-15127;461.42;-14281.69;11516.77;-15490.38;13209;-17788
6956;-11049;461.42;-14281.69;11516.77;-15490.38;13209;-17788
-58;-16366;461.42;-14281.69;11516.77;-15490.38;13209;-17788
231;-6196;461.42;-14281.69;11516.77;-15490.38;13209;-17788
4164;-14447;461.42;-14281.69;11516.77;-15490.38;13209;-17788
-6632;-13885;461.42;-14281.69;11516.77;-15490.38;13209;-17788
606;-18340;461.42;-14281.69;11516.77;-15490.38;13209;-17788
8317;-16185;461.42;-14281.69;11516.77;-15490.38;13209;-17788
538;-9386;461.42;-14281.69;11516.77;-15490.38;13209;-17788
2775;-16555;461.42;-14281.69;11516.77;-15490.38;13209;-17788
9665;-15325;461.42;-14281.69;11516.77;-15490.38;13209;-17788
-1997;-14866;461.42;-14281.69;11516.77;-15490.38;13209;-17788
7425;-19726;461.42;-14281.69;11516.77;-15490.38;13209;-17788
4879;-11968;461.42;-14281.69;11516.77;-15490.38;13209;-17788
317;-13023;461.42;-14281.69;11516.77;-15490.38;13209;-17788
-3917;-16630;461.42;-14281.69;11516.77;-15490.38;13209;-17788
8619;-11029;461.42;-14281.69;11516.77;-15490.38;13209;-17788
-1979;-16108;461.42;-14281.69;11516.77;-15490.38;13209;-17788
-7667;-18587;461.42;-14281.69;11516.77;-15490.38;13209;-17788
-1802;-8284;461.42;-14281.69;11516.77;-15490.38;13209;-17788
4900;19056;-607.76;15779.12;5877.42;23189.77;5670;24981
841;24470;-607.76;15779.12;5877.42;23189.77;5670;24981
-2149;16603;-607.76;15779.12;5877.42;23189.77;5670;24981
5742;11986;-607.76;15779.12;5877.42;23189.77;5670;24981
-799;16299;-607.76;15779.12;5877.42;23189.77;5670;24981
-4318;17121;-607.76;15779.12;5877.42;23189.77;5670;24981
-1022;17190;-607.76;15779.12;5877.42;23189.77;5670;24981
-392;20731;-607.76;15779.12;5877.42;23189.77;5670;24981
-3433;12655;-607.76;15779.12;5877.42;23189.77;5670;24981
-3733;18338;-607.76;15779.12;5877.42;23189.77;5670;24981
4435;11817;-607.76;15779.12;5877.42;23189.77;5670;24981
-3469;7949;-607.76;15779.12;5877.42;23189.77;5670;24981
-11;17716;-607.76;15779.12;5877.42;23189.77;5670;24981
-3825;16081;-607.76;15779.12;5877.42;23189.77;5670;24981
224;9681;-607.76;15779.12;5877.42;23189.77;5670;24981
-1180;10788;-607.76;15779.12;5877.42;23189.77;5670;24981
877;14341;-607.76;15779.12;5877.42;23189.77;5670;24981
1658;21483;-607.76;15779.12;5877.42;23189.77;5670;24981
-4351;15574;-607.76;15779.12;5877.42;23189.77;5670;24981
3004;17065;-607.76;15779.12;5877.42;23189.77;5670;24981
-1563;13959;-607.76;15779.12;5877.42;23189.77;5670;24981
-3105;20095;-607.76;15779.12;5877.42;23189.77;5670;24981
841;9668;-607.76;15779.12;5877.42;23189.77;5670;24981
1940;12150;-607.76;15779.12;5877.42;23189.77;5670;24981
2018;17450;-607.76;15779.12;5877.42;23189.77;5670;24981
-3704;22484;-607.76;15779.12;5877.42;23189.77;5670;24981
-5242;9650;-607.76;15779.12;5877.42;23189.77;5670;24981
-2400;22705;-607.76;15779.12;5877.42;23189.77;5670;24981
2260;23399;-607.76;15779.12;5877.42;23189.77;5670;24981
161;9670;-607.76;15779.12;5877.42;23189.77;5670;24981
-3395;7886;-607.76;15779.12;5877.42;23189.77;5670;24981
1105;15718;-607.76;15779.12;5877.42;23189.77;5670;24981
1948;16361;-607.76;15779.12;5877.42;23189.77;5670;24981
-4527;18351;-607.76;15779.12;5877.42;23189.77;5670;24981
-13687;12970;-14416.47;13442.40;-15638.80;19199.90;-18705;17930
-14981;10120;-14416.47;13442.40;-15638.80;19199.90;-18705;17930
-15211;17395;-14416.47;13442.40;-15638.80;19199.90;-18705;17930
-18705;17930;-14416.47;13442.40;-15638.80;19199.90;-18705;17930
-14258;10763;-14416.47;13442.40;-15638.80;19199.90;-18705;17930
-11871;13346;-14416.47;13442.40;-15638.80;19199.90;-18705;17930
-14749;10347;-14416.47;13442.40;-15638.80;19199.90;-18705;17930
-15328;6719;-14416.47;13442.40;-15638.80;19199.90;-18705;17930
-15642;9209;-14416.47;13442.40;-15638.80;19199.90;-18705;17930
-16509;5462;-14416.47;13442.40;-15638.80;19199.90;-18705;17930
-10853;16935;-14416.47;13442.40;-15638.80;19199.90;-18705;17930
-14896;9382;-14416.47;13442.40;-15638.80;19199.90;-18705;17930
-12115;13438;-14416.47;13442.40;-15638.80;19199.90;-18705;17930
-17832;13637;-14416.47;13442.40;-15638.80;19199.90;-18705;17930
7468;5381;4421.77;1460.33;3180.55;-880.88;3236;-1352
-2819;-1878;4421.77;1460.33;3180.55;-880.88;3236;-1352
631;3494;4421.77;1460.33;3180.55;-880.88;3236;-1352
11750;-1077;4421.77;1460.33;3180.55;-880.88;3236;-1352
2017;2208;4421.77;1460.33;3180.55;-880.88;3236;-1352
11525;95;4421.77;1460.33;3180.55;-880.88;3236;-1352
-2070;6653;4421.77;1460.33;3180.55;-880.88;3236;-1352
-413;-5601;4421.77;1460.33;3180.55;-880.88;3236;-1352
3799;-3758;4421.77;1460.33;3180.55;-880.88;3236;-1352
8900;8588;4421.77;1460.33;3180.55;-880.88;3236;-1352
2713;1095;4421.77;1460.33;3180.55;-880.88;3236;-1352
1548;5197;4421.77;1460.33;3180.55;-880.88;3236;-1352
5177;9541;4421.77;1460.33;3180.55;-880.88;3236;-1352
7210;-4193;4421.77;1460.33;3180.55;-880.88;3236;-1352
3834;-5257;4421.77;1460.33;3180.55;-880.88;3236;-1352
9433;5790;4421.77;1460.33;3180.55;-880.88;3236;-1352
11905;3488;4421.77;1460.33;3180.55;-880.88;3236;-1352
6676;-862;4421.77;1460.33;3180.55;-880.88;3236;-1352
-2173;1262;4421.77;1460.33;3180.55;-880.88;3236;-1352
6906;9413;4421.77;1460.33;3180.55;-880.88;3236;-1352
3335;-2006;4421.77;1460.33;3180.55;-880.88;3236;-1352
11532;1710;4421.77;1460.33;3180.55;-880.88;3236;-1352
465;-4063;4421.77;1460.33;3180.55;-880.88;3236;-1352
-2947;-1310;4421.77;1460.33;3180.55;-880.88;3236;-1352
11000;-3803;4421.77;1460.33;3180.55;-880.88;3236;-1352
5431;1930;4421.77;1460.33;3180.55;-880.88;3236;-1352
3236;-1352;4421.77;1460.33;3180.55;-880.88;3236;-1352
7193;8937;4421.77;1460.33;3180.55;-880.88;3236;-1352
-150;4338;4421.77;1460.33;3180.55;-880.88;3236;-1352
-459;-150;4421.77;1460.33;3180.55;-880.88;3236;-1352
